TRUCK_ID,MONTH,HOUR,DOW,DAY,PUBLIC_HOLIDAY,Profit,LAT,LONG,LOCATION_ID,SUM_DAY_OF_WEEK_AVG_CITY_MENU_TYPE,SUM_PREV_YEAR_MONTH_SALES_CITY_MENU_TYPE,WEATHERCODE,MENU_TYPE_GYROS_ENCODED,MENU_TYPE_CREPES_ENCODED,MENU_TYPE_BBQ_ENCODED,MENU_TYPE_SANDWICHES_ENCODED,MENU_TYPE_Mac & Cheese_encoded,MENU_TYPE_POUTINE_ENCODED,MENU_TYPE_ETHIOPIAN_ENCODED,MENU_TYPE_TACOS_ENCODED,MENU_TYPE_Ice Cream_encoded,MENU_TYPE_Hot Dogs_encoded,MENU_TYPE_CHINESE_ENCODED,MENU_TYPE_Grilled Cheese_encoded,MENU_TYPE_VEGETARIAN_ENCODED,MENU_TYPE_INDIAN_ENCODED,MENU_TYPE_RAMEN_ENCODED,CITY_SEATTLE_ENCODED,CITY_DENVER_ENCODED,CITY_San Mateo_encoded,CITY_New York City_encoded,CITY_BOSTON_ENCODED,REGION_NY_ENCODED,REGION_MA_ENCODED,REGION_CO_ENCODED,REGION_WA_ENCODED,REGION_CA_ENCODED
31,7,19,4,16,0,806.0,47.64744728634749,-122.33657858578592,8405,-0.7358642635557255,-0.2302491004451197,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
31,7,20,4,16,0,3215.0,47.64744728634749,-122.33657858578592,8405,-0.7358642635557255,-0.2302491004451197,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
31,7,21,4,16,0,1454.5,47.64744728634749,-122.33657858578592,8405,-0.7358642635557255,-0.2302491004451197,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
31,7,22,4,16,0,1066.5,47.64744728634749,-122.33657858578592,8405,-0.7358642635557255,-0.2302491004451197,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
42,12,16,1,7,0,820.0,47.64744728634749,-122.33657858578592,8405,-0.3282909790836896,-0.2302491004451197,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
42,12,17,1,7,0,2121.0,47.64744728634749,-122.33657858578592,8405,-0.3282909790836896,-0.2302491004451197,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
42,12,18,1,7,0,2918.0,47.64744728634749,-122.33657858578592,8405,-0.3282909790836896,-0.2302491004451197,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
42,12,19,1,7,0,4453.0,47.64744728634749,-122.33657858578592,8405,-0.3282909790836896,-0.2302491004451197,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
42,12,20,1,7,0,2601.0,47.64744728634749,-122.33657858578592,8405,-0.3282909790836896,-0.2302491004451197,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
42,12,21,1,7,0,3523.0,47.64744728634749,-122.33657858578592,8405,-0.3282909790836896,-0.2302491004451197,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
42,12,22,1,7,0,1569.0,47.64744728634749,-122.33657858578592,8405,-0.3282909790836896,-0.2302491004451197,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
45,12,9,6,26,1,5452.0,47.64744728634749,-122.33657858578592,8405,-0.4753358092384634,-0.2302491004451197,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
45,12,10,6,26,1,2776.0,47.64744728634749,-122.33657858578592,8405,-0.4753358092384634,-0.2302491004451197,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
45,12,11,6,26,1,1626.0,47.64744728634749,-122.33657858578592,8405,-0.4753358092384634,-0.2302491004451197,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
45,12,12,6,26,1,6015.0,47.64744728634749,-122.33657858578592,8405,-0.4753358092384634,-0.2302491004451197,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
45,12,13,6,26,1,3452.0,47.64744728634749,-122.33657858578592,8405,-0.4753358092384634,-0.2302491004451197,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
45,12,14,6,26,1,1555.0,47.64744728634749,-122.33657858578592,8405,-0.4753358092384634,-0.2302491004451197,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
39,2,8,3,24,0,1530.0,47.64744728634749,-122.33657858578592,8405,-0.5492177171944326,-0.2302491004451197,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
39,2,9,3,24,0,3937.0,47.64744728634749,-122.33657858578592,8405,-0.5492177171944326,-0.2302491004451197,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
39,2,10,3,24,0,1986.0,47.64744728634749,-122.33657858578592,8405,-0.5492177171944326,-0.2302491004451197,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
39,2,11,3,24,0,2382.0,47.64744728634749,-122.33657858578592,8405,-0.5492177171944326,-0.2302491004451197,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
39,2,12,3,24,0,4137.0,47.64744728634749,-122.33657858578592,8405,-0.5492177171944326,-0.2302491004451197,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
39,2,13,3,24,0,2716.0,47.64744728634749,-122.33657858578592,8405,-0.5492177171944326,-0.2302491004451197,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
39,2,14,3,24,0,979.0,47.64744728634749,-122.33657858578592,8405,-0.5492177171944326,-0.2302491004451197,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
39,4,8,3,14,0,4181.0,47.64744728634749,-122.33657858578592,8405,-0.5330279682316659,-0.2302491004451197,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
39,4,9,3,14,0,4501.0,47.64744728634749,-122.33657858578592,8405,-0.5330279682316659,-0.2302491004451197,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
39,4,10,3,14,0,4210.0,47.64744728634749,-122.33657858578592,8405,-0.5330279682316659,-0.2302491004451197,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
39,4,11,3,14,0,2504.0,47.64744728634749,-122.33657858578592,8405,-0.5330279682316659,-0.2302491004451197,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
39,4,12,3,14,0,7557.0,47.64744728634749,-122.33657858578592,8405,-0.5330279682316659,-0.2302491004451197,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
39,4,13,3,14,0,4558.0,47.64744728634749,-122.33657858578592,8405,-0.5330279682316659,-0.2302491004451197,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
40,4,8,4,22,0,3754.0,47.64744728634749,-122.33657858578592,8405,-0.5929169208860344,-0.2302491004451197,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
40,4,9,4,22,0,3826.0,47.64744728634749,-122.33657858578592,8405,-0.5929169208860344,-0.2302491004451197,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
40,4,10,4,22,0,1518.0,47.64744728634749,-122.33657858578592,8405,-0.5929169208860344,-0.2302491004451197,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
40,4,11,4,22,0,1416.0,47.64744728634749,-122.33657858578592,8405,-0.5929169208860344,-0.2302491004451197,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
40,4,12,4,22,0,4996.0,47.64744728634749,-122.33657858578592,8405,-0.5929169208860344,-0.2302491004451197,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
40,4,13,4,22,0,4346.0,47.64744728634749,-122.33657858578592,8405,-0.5929169208860344,-0.2302491004451197,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
45,5,16,1,3,0,1751.0,47.64744728634749,-122.33657858578592,8405,-0.4659450436285985,-0.2873977696650466,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
45,5,17,1,3,0,2936.0,47.64744728634749,-122.33657858578592,8405,-0.4659450436285985,-0.2873977696650466,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
45,5,18,1,3,0,4563.0,47.64744728634749,-122.33657858578592,8405,-0.4659450436285985,-0.2873977696650466,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
45,5,19,1,3,0,3143.0,47.64744728634749,-122.33657858578592,8405,-0.4659450436285985,-0.2873977696650466,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
45,5,20,1,3,0,3952.0,47.64744728634749,-122.33657858578592,8405,-0.4659450436285985,-0.2873977696650466,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
45,5,21,1,3,0,3491.0,47.64744728634749,-122.33657858578592,8405,-0.4659450436285985,-0.2873977696650466,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
45,5,22,1,3,0,1152.0,47.64744728634749,-122.33657858578592,8405,-0.4659450436285985,-0.2873977696650466,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
40,5,8,3,5,0,1008.0,47.64744728634749,-122.33657858578592,8405,-0.5579580556893237,-0.2302491004451197,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
40,5,9,3,5,0,5871.0,47.64744728634749,-122.33657858578592,8405,-0.5579580556893237,-0.2302491004451197,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
40,5,10,3,5,0,2744.0,47.64744728634749,-122.33657858578592,8405,-0.5579580556893237,-0.2302491004451197,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
40,5,11,3,5,0,4931.0,47.64744728634749,-122.33657858578592,8405,-0.5579580556893237,-0.2302491004451197,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
40,5,12,3,5,0,3211.0,47.64744728634749,-122.33657858578592,8405,-0.5579580556893237,-0.2302491004451197,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
40,5,13,3,5,0,2523.0,47.64744728634749,-122.33657858578592,8405,-0.5579580556893237,-0.2302491004451197,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
40,5,14,3,5,0,1336.0,47.64744728634749,-122.33657858578592,8405,-0.5579580556893237,-0.2302491004451197,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
40,5,15,5,14,0,1348.0,47.64744728634749,-122.33657858578592,8405,-0.4420492073530027,-0.2302491004451197,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
40,5,16,5,14,0,1178.0,47.64744728634749,-122.33657858578592,8405,-0.4420492073530027,-0.2302491004451197,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
40,5,17,5,14,0,5698.0,47.64744728634749,-122.33657858578592,8405,-0.4420492073530027,-0.2302491004451197,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
40,5,18,5,14,0,7174.0,47.64744728634749,-122.33657858578592,8405,-0.4420492073530027,-0.2302491004451197,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
40,5,19,5,14,0,4630.0,47.64744728634749,-122.33657858578592,8405,-0.4420492073530027,-0.2302491004451197,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
40,5,20,5,14,0,6082.0,47.64744728634749,-122.33657858578592,8405,-0.4420492073530027,-0.2302491004451197,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
40,5,21,5,14,0,3729.0,47.64744728634749,-122.33657858578592,8405,-0.4420492073530027,-0.2302491004451197,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
45,6,9,4,3,0,1058.0,47.64744728634749,-122.33657858578592,8405,-0.5317414308020736,-0.541427289624051,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
45,6,10,4,3,0,1694.0,47.64744728634749,-122.33657858578592,8405,-0.5317414308020736,-0.541427289624051,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
45,6,11,4,3,0,3487.0,47.64744728634749,-122.33657858578592,8405,-0.5317414308020736,-0.541427289624051,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
45,6,12,4,3,0,3598.0,47.64744728634749,-122.33657858578592,8405,-0.5317414308020736,-0.541427289624051,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
45,6,13,4,3,0,5413.0,47.64744728634749,-122.33657858578592,8405,-0.5317414308020736,-0.541427289624051,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
45,6,14,4,3,0,3027.0,47.64744728634749,-122.33657858578592,8405,-0.5317414308020736,-0.541427289624051,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
36,7,16,0,25,0,1529.0,47.64744728634749,-122.33657858578592,8405,-0.5439636978228077,-0.2302491004451197,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
36,7,17,0,25,0,5207.0,47.64744728634749,-122.33657858578592,8405,-0.5439636978228077,-0.2302491004451197,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
36,7,18,0,25,0,5419.0,47.64744728634749,-122.33657858578592,8405,-0.5439636978228077,-0.2302491004451197,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
36,7,19,0,25,0,6679.0,47.64744728634749,-122.33657858578592,8405,-0.5439636978228077,-0.2302491004451197,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
36,7,20,0,25,0,3527.0,47.64744728634749,-122.33657858578592,8405,-0.5439636978228077,-0.2302491004451197,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
36,7,21,0,25,0,3358.0,47.64744728634749,-122.33657858578592,8405,-0.5439636978228077,-0.2302491004451197,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
36,7,22,0,25,0,1163.0,47.64744728634749,-122.33657858578592,8405,-0.5439636978228077,-0.2302491004451197,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
33,7,8,4,29,0,5341.0,47.64744728634749,-122.33657858578592,8405,-0.5084583651530711,-0.0355424599353914,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
33,7,9,4,29,0,5384.0,47.64744728634749,-122.33657858578592,8405,-0.5084583651530711,-0.0355424599353914,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
33,7,10,4,29,0,4839.5,47.64744728634749,-122.33657858578592,8405,-0.5084583651530711,-0.0355424599353914,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
33,7,11,4,29,0,3509.5,47.64744728634749,-122.33657858578592,8405,-0.5084583651530711,-0.0355424599353914,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
33,7,12,4,29,0,5381.5,47.64744728634749,-122.33657858578592,8405,-0.5084583651530711,-0.0355424599353914,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
33,7,13,4,29,0,8651.0,47.64744728634749,-122.33657858578592,8405,-0.5084583651530711,-0.0355424599353914,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
39,10,8,0,10,0,449.0,47.64744728634749,-122.33657858578592,8405,-0.4289420161214508,-0.5013912627037462,53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
39,10,9,0,10,0,5376.0,47.64744728634749,-122.33657858578592,8405,-0.4289420161214508,-0.5013912627037462,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
39,10,10,0,10,0,2012.0,47.64744728634749,-122.33657858578592,8405,-0.4289420161214508,-0.5013912627037462,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
39,10,11,0,10,0,4240.0,47.64744728634749,-122.33657858578592,8405,-0.4289420161214508,-0.5013912627037462,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
39,10,12,0,10,0,6403.0,47.64744728634749,-122.33657858578592,8405,-0.4289420161214508,-0.5013912627037462,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
39,10,13,0,10,0,3850.0,47.64744728634749,-122.33657858578592,8405,-0.4289420161214508,-0.5013912627037462,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
39,10,14,0,10,0,791.0,47.64744728634749,-122.33657858578592,8405,-0.4289420161214508,-0.5013912627037462,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
37,10,8,6,16,0,1129.0,47.64744728634749,-122.33657858578592,8405,-0.4677139028826956,-0.2302491004451197,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
37,10,9,6,16,0,1410.0,47.64744728634749,-122.33657858578592,8405,-0.4677139028826956,-0.2302491004451197,51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
37,10,10,6,16,0,2580.0,47.64744728634749,-122.33657858578592,8405,-0.4677139028826956,-0.2302491004451197,51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
37,10,11,6,16,0,2451.0,47.64744728634749,-122.33657858578592,8405,-0.4677139028826956,-0.2302491004451197,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
37,10,12,6,16,0,4603.0,47.64744728634749,-122.33657858578592,8405,-0.4677139028826956,-0.2302491004451197,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
37,10,13,6,16,0,4390.0,47.64744728634749,-122.33657858578592,8405,-0.4677139028826956,-0.2302491004451197,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
37,10,14,6,16,0,514.0,47.64744728634749,-122.33657858578592,8405,-0.4677139028826956,-0.2302491004451197,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
44,10,15,6,16,0,4688.0,47.64744728634749,-122.33657858578592,8405,2.0141493360528,-0.2302491004451197,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
44,10,16,6,16,0,10730.0,47.64744728634749,-122.33657858578592,8405,2.0141493360528,-0.2302491004451197,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
44,10,17,6,16,0,12018.0,47.64744728634749,-122.33657858578592,8405,2.0141493360528,-0.2302491004451197,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
44,10,18,6,16,0,8012.0,47.64744728634749,-122.33657858578592,8405,2.0141493360528,-0.2302491004451197,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
44,10,19,6,16,0,32378.0,47.64744728634749,-122.33657858578592,8405,2.0141493360528,-0.2302491004451197,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
44,10,20,6,16,0,16366.0,47.64744728634749,-122.33657858578592,8405,2.0141493360528,-0.2302491004451197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
44,10,21,6,16,0,12026.0,47.64744728634749,-122.33657858578592,8405,2.0141493360528,-0.2302491004451197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
44,10,15,4,21,0,992.0,47.64744728634749,-122.33657858578592,8405,1.0031247894981383,-0.2302491004451197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
44,10,16,4,21,0,2118.0,47.64744728634749,-122.33657858578592,8405,1.0031247894981383,-0.2302491004451197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
44,10,17,4,21,0,8840.0,47.64744728634749,-122.33657858578592,8405,1.0031247894981383,-0.2302491004451197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
44,10,18,4,21,0,13552.0,47.64744728634749,-122.33657858578592,8405,1.0031247894981383,-0.2302491004451197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
44,10,19,4,21,0,21210.0,47.64744728634749,-122.33657858578592,8405,1.0031247894981383,-0.2302491004451197,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
44,10,20,4,21,0,20054.0,47.64744728634749,-122.33657858578592,8405,1.0031247894981383,-0.2302491004451197,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
44,10,21,4,21,0,7734.0,47.64744728634749,-122.33657858578592,8405,1.0031247894981383,-0.2302491004451197,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
44,10,22,4,21,0,1902.0,47.64744728634749,-122.33657858578592,8405,1.0031247894981383,-0.2302491004451197,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
31,12,15,5,3,0,500.0,47.64744728634749,-122.33657858578592,8405,-0.6898130228900204,-0.4689976638893907,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
31,12,16,5,3,0,906.0,47.64744728634749,-122.33657858578592,8405,-0.6898130228900204,-0.4689976638893907,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
