TRUCK_ID,HOUR,AVERAGE REVENUE PER HOUR,DATE
28,15,1390.665283,2/8/2022
28,16,2125.544434,2/8/2022
28,17,4169.525879,2/8/2022
28,18,5531.435547,2/8/2022
28,19,6001.253418,2/8/2022
28,20,5299.276367,2/8/2022
28,21,4727.839844,2/8/2022
28,22,849.6691284,2/8/2022
28,23,608.6265259,2/8/2022
34,8,3147.663818,2/8/2022
34,9,5004.563965,2/8/2022
34,10,2989.919434,2/8/2022
34,11,3369.725342,2/8/2022
34,12,5099.86084,2/8/2022
34,13,3422.110107,2/8/2022
34,14,1496.507446,2/8/2022
34,15,1428.022705,2/8/2022
34,16,2104.182129,2/8/2022
34,17,4042.722412,2/8/2022
34,18,5537.505859,2/8/2022
34,19,6109.189941,2/8/2022
34,20,5813.822754,2/8/2022
34,21,4764.253418,2/8/2022
34,22,857.0319214,2/8/2022
34,23,685.986145,2/8/2022
43,8,5745.502441,2/8/2022
43,9,8377.698242,2/8/2022
43,10,5314.693359,2/8/2022
43,11,5630.424805,2/8/2022
43,12,8198.152344,2/8/2022
43,13,6135.347168,2/8/2022
43,14,2279.621338,2/8/2022
43,15,2653.120117,2/8/2022
43,16,3690.154053,2/8/2022
43,17,7611.086914,2/8/2022
43,18,8852.801758,2/8/2022
43,19,10083.80957,2/8/2022
43,20,9746.268555,2/8/2022
43,21,8109.566895,2/8/2022
43,22,1689.638184,2/8/2022
43,23,1515.984619,2/8/2022
46,8,3759.095459,2/8/2022
46,9,5795.334473,2/8/2022
46,10,3554.644531,2/8/2022
46,11,3818.932129,2/8/2022
46,12,5884.569336,2/8/2022
46,13,4027.618164,2/8/2022
46,14,1831.607422,2/8/2022
46,15,1892.015625,2/8/2022
46,16,2295.485352,2/8/2022
46,17,5104.487305,2/8/2022
46,18,6692.827148,2/8/2022
46,19,7397.047363,2/8/2022
46,20,7065.654785,2/8/2022
46,21,6038.812012,2/8/2022
46,22,1170.407104,2/8/2022
46,23,847.0338745,2/8/2022
47,8,6909.374023,2/8/2022
47,9,10105.72852,2/8/2022
47,10,7156.354004,2/8/2022
47,11,8629.416992,2/8/2022
47,12,10919.19629,2/8/2022
47,13,9674.147461,2/8/2022
47,14,3651.046387,2/8/2022
47,15,3577.248291,2/8/2022
47,16,5281.412109,2/8/2022
47,17,9311.726563,2/8/2022
47,18,11615.41992,2/8/2022
47,19,11660.28223,2/8/2022
47,20,11720.79199,2/8/2022
47,21,10862.03418,2/8/2022
47,22,2340.317871,2/8/2022
47,23,1865.882446,2/8/2022
1,8,929.3314819,3/8/2022
1,9,1396.177734,3/8/2022
1,10,896.5045776,3/8/2022
1,11,990.3713989,3/8/2022
1,12,1468.106079,3/8/2022
1,13,1135.591919,3/8/2022
1,14,460.2085266,3/8/2022
1,15,368.0345459,3/8/2022
1,16,549.4196777,3/8/2022
1,17,1190.472656,3/8/2022
1,18,1418.79248,3/8/2022
1,19,1655.779907,3/8/2022
1,20,1547.166992,3/8/2022
1,21,1362.841431,3/8/2022
1,22,163.1026917,3/8/2022
1,23,-94.94467926,3/8/2022
2,8,1376.146606,3/8/2022
2,9,2008.762939,3/8/2022
2,10,1236.900635,3/8/2022
2,11,1393.210449,3/8/2022
2,12,2030.793335,3/8/2022
2,13,1519.582031,3/8/2022
2,14,622.8052979,3/8/2022
2,15,624.1161499,3/8/2022
2,16,886.0690918,3/8/2022
2,17,1813.776733,3/8/2022
2,18,2346.783447,3/8/2022
2,19,2497.175293,3/8/2022
2,20,2375.580078,3/8/2022
2,21,2053.123779,3/8/2022
2,22,434.1228027,3/8/2022
2,23,176.7205048,3/8/2022
13,8,1018.283569,3/8/2022
13,9,1581.788574,3/8/2022
13,10,975.9484863,3/8/2022
13,11,1077.903198,3/8/2022
13,12,1635.69104,3/8/2022
13,13,1292.963623,3/8/2022
13,14,446.8603821,3/8/2022
13,15,456.1186218,3/8/2022
13,16,690.9028931,3/8/2022
13,17,1558.473389,3/8/2022
13,18,1933.088257,3/8/2022
13,19,1926.251587,3/8/2022
13,20,1795.155762,3/8/2022
13,21,1606.721436,3/8/2022
13,22,397.1029358,3/8/2022
13,23,110.9285431,3/8/2022
17,8,4401.783203,3/8/2022
17,9,7004.345703,3/8/2022
17,10,4094.46167,3/8/2022
17,11,4644.685547,3/8/2022
17,12,7014.845703,3/8/2022
17,13,5385.750977,3/8/2022
17,14,2036.4104,3/8/2022
17,15,1928.553101,3/8/2022
17,16,2869.399658,3/8/2022
17,17,6197.865234,3/8/2022
17,18,7811.298828,3/8/2022
17,19,8453.250977,3/8/2022
17,20,8320.006836,3/8/2022
17,21,6867.066406,3/8/2022
17,22,1284.165527,3/8/2022
17,23,880.5327759,3/8/2022
21,8,1601.389526,3/8/2022
21,9,2644.448975,3/8/2022
21,10,1360.153809,3/8/2022
21,11,1528.218994,3/8/2022
21,12,2652.611816,3/8/2022
21,13,2039.091064,3/8/2022
21,14,655.9105225,3/8/2022
21,15,659.1977539,3/8/2022
21,16,1016.091125,3/8/2022
21,17,2268.717285,3/8/2022
21,18,2890.922119,3/8/2022
21,19,2904.502441,3/8/2022
21,20,3136.192383,3/8/2022
21,21,2371.768311,3/8/2022
21,22,359.789093,3/8/2022
21,23,190.7518158,3/8/2022
28,8,2837.728271,3/8/2022
28,9,4631.334473,3/8/2022
28,10,2660.741699,3/8/2022
28,11,3027.329834,3/8/2022
28,12,4810.99707,3/8/2022
28,13,3524.648193,3/8/2022
28,14,1226.968018,3/8/2022
28,15,1369.436157,3/8/2022
28,16,2127.829102,3/8/2022
28,17,3744.201172,3/8/2022
28,18,5034.007813,3/8/2022
28,19,5261.558105,3/8/2022
28,20,5833.772949,3/8/2022
28,21,4842.15918,3/8/2022
28,22,805.6802979,3/8/2022
28,23,526.6234131,3/8/2022
34,8,3081.953125,3/8/2022
34,9,4890.709961,3/8/2022
34,10,2893.235107,3/8/2022
34,11,3271.226318,3/8/2022
34,12,5002.086426,3/8/2022
34,13,3812.224365,3/8/2022
34,14,1440.706421,3/8/2022
34,15,1422.567871,3/8/2022
34,16,2134.681396,3/8/2022
34,17,4290.589355,3/8/2022
34,18,5654.028809,3/8/2022
34,19,6103.378418,3/8/2022
34,20,5871.823242,3/8/2022
34,21,4930.966309,3/8/2022
34,22,843.1515503,3/8/2022
34,23,601.1384277,3/8/2022
43,8,5331.507813,3/8/2022
43,9,7924.862793,3/8/2022
43,10,4789.099609,3/8/2022
43,11,5434.40332,3/8/2022
43,12,8851.787109,3/8/2022
43,13,6523.838867,3/8/2022
43,14,2398.838135,3/8/2022
43,15,2576.074463,3/8/2022
43,16,3840.896484,3/8/2022
43,17,7951.51416,3/8/2022
43,18,8440.557617,3/8/2022
43,19,8937.765625,3/8/2022
43,20,8689.151367,3/8/2022
43,21,8199.80957,3/8/2022
43,22,1581.072876,3/8/2022
43,23,1305.887817,3/8/2022
46,8,3825.097412,3/8/2022
46,9,5941.406738,3/8/2022
46,10,3480.609131,3/8/2022
46,11,3215.230713,3/8/2022
46,12,4890.948242,3/8/2022
46,13,3813.237305,3/8/2022
46,14,1881.921875,3/8/2022
46,15,1575.006592,3/8/2022
46,16,2207.952393,3/8/2022
46,17,4613.295898,3/8/2022
46,18,5556.053223,3/8/2022
46,19,5828.012207,3/8/2022
46,20,6317.504883,3/8/2022
46,21,4792.91748,3/8/2022
46,22,1209.668091,3/8/2022
46,23,674.5586548,3/8/2022
47,8,6724.993652,3/8/2022
47,9,10764.09863,3/8/2022
47,10,7005.391602,3/8/2022
47,11,7786.09082,3/8/2022
47,12,10838.96191,3/8/2022
47,13,9123.046875,3/8/2022
47,14,3390.986084,3/8/2022
47,15,3273.656982,3/8/2022
47,16,4648.619629,3/8/2022
47,17,10034.26855,3/8/2022
47,18,10946.69336,3/8/2022
47,19,12195.79395,3/8/2022
47,20,11571.44336,3/8/2022
47,21,10672.20215,3/8/2022
47,22,2562.253662,3/8/2022
47,23,1712.255981,3/8/2022
1,8,809.1486206,4/8/2022
1,9,1352.738159,4/8/2022
1,10,771.7644653,4/8/2022
1,11,861.7730713,4/8/2022
1,12,1321.143066,4/8/2022
1,13,975.7108765,4/8/2022
1,14,356.7190552,4/8/2022
1,15,231.0355682,4/8/2022
1,16,397.7051086,4/8/2022
1,17,1025.143677,4/8/2022
1,18,1266.079346,4/8/2022
1,19,1455.396118,4/8/2022
1,20,1323.375,4/8/2022
1,21,1147.813232,4/8/2022
1,22,177.5518646,4/8/2022
1,23,-217.054306,4/8/2022
2,8,1222.117554,4/8/2022
2,9,1910.011353,4/8/2022
2,10,1151.296509,4/8/2022
2,11,1287.919189,4/8/2022
2,12,1954.89978,4/8/2022
2,13,1422.217651,4/8/2022
2,14,492.8771057,4/8/2022
2,15,453.1023254,4/8/2022
2,16,729.8010254,4/8/2022
2,17,1581.657715,4/8/2022
2,18,2040.361816,4/8/2022
2,19,2226.187744,4/8/2022
2,20,2101.809326,4/8/2022
2,21,1806.312134,4/8/2022
2,22,265.0798645,4/8/2022
2,23,5.271998405,4/8/2022
13,8,892.8911743,4/8/2022
13,9,1476.005371,4/8/2022
13,10,866.293335,4/8/2022
13,11,978.6515503,4/8/2022
13,12,1494.689209,4/8/2022
13,13,1110.459473,4/8/2022
13,14,374.4566956,4/8/2022
13,15,473.0747681,4/8/2022
13,16,694.8362427,4/8/2022
13,17,1416.976074,4/8/2022
13,18,1712.645386,4/8/2022
13,19,1883.530151,4/8/2022
13,20,1732.036377,4/8/2022
13,21,1575.035156,4/8/2022
13,22,302.2085876,4/8/2022
13,23,7.571290016,4/8/2022
17,8,3924.645264,4/8/2022
17,9,6265.852051,4/8/2022
17,10,3559.644531,4/8/2022
17,11,4048.590332,4/8/2022
17,12,6667.65332,4/8/2022
17,13,4996.316406,4/8/2022
17,14,1733.290771,4/8/2022
17,15,1622.86377,4/8/2022
17,16,2486.298584,4/8/2022
17,17,5217.276367,4/8/2022
17,18,6948.932617,4/8/2022
17,19,7486.069336,4/8/2022
17,20,7108.29541,4/8/2022
17,21,5805.71875,4/8/2022
17,22,940.538147,4/8/2022
17,23,328.5023499,4/8/2022
21,8,1197.501953,4/8/2022
21,9,2337.196777,4/8/2022
21,10,1135.109375,4/8/2022
21,11,1314.415771,4/8/2022
21,12,2389.915771,4/8/2022
21,13,1708.533325,4/8/2022
21,14,371.744751,4/8/2022
21,15,466.8631592,4/8/2022
21,16,819.3478394,4/8/2022
21,17,1861.989258,4/8/2022
21,18,2488.295898,4/8/2022
21,19,2877.32251,4/8/2022
21,20,2693.473389,4/8/2022
21,21,2139.550293,4/8/2022
21,22,194.0621033,4/8/2022
21,23,32.88903427,4/8/2022
28,8,2534.240723,4/8/2022
28,9,4472.666992,4/8/2022
28,10,2292.555176,4/8/2022
28,11,2695.870117,4/8/2022
28,12,4255.72168,4/8/2022
28,13,3306.656982,4/8/2022
28,14,1076.823242,4/8/2022
28,15,1174.729492,4/8/2022
28,16,1916.436157,4/8/2022
28,17,3992.111084,4/8/2022
28,18,5280.221191,4/8/2022
28,19,5720.351074,4/8/2022
28,20,5084.788574,4/8/2022
28,21,4157.21582,4/8/2022
28,22,595.5968628,4/8/2022
28,23,332.979126,4/8/2022
34,8,2829.894287,4/8/2022
34,9,4735.59082,4/8/2022
34,10,2729.447754,4/8/2022
34,11,3083.529541,4/8/2022
34,12,4682.87207,4/8/2022
34,13,3496.389893,4/8/2022
34,14,1197.404053,4/8/2022
34,15,1297.858521,4/8/2022
34,16,1989.221802,4/8/2022
34,17,4149.237793,4/8/2022
34,18,5386.808105,4/8/2022
34,19,5913.278809,4/8/2022
34,20,5538.677246,4/8/2022
34,21,4581.580078,4/8/2022
34,22,618.4434204,4/8/2022
34,23,360.2622681,4/8/2022
43,8,5402.466797,4/8/2022
43,9,8180.335449,4/8/2022
43,10,4818.288086,4/8/2022
43,11,5282.083496,4/8/2022
43,12,8593.026367,4/8/2022
43,13,6359.080078,4/8/2022
43,14,2173.295898,4/8/2022
43,15,2473.838379,4/8/2022
43,16,3697.876953,4/8/2022
43,17,7400.464844,4/8/2022
43,18,9136.796875,4/8/2022
43,19,9677.450195,4/8/2022
43,20,9297.188477,4/8/2022
43,21,8003.419922,4/8/2022
43,22,1221.745117,4/8/2022
43,23,1002.77417,4/8/2022
46,8,3470.187012,4/8/2022
46,9,5632.449219,4/8/2022
46,10,2992.433594,4/8/2022
46,11,3658.710938,4/8/2022
46,12,5806.835938,4/8/2022
46,13,4342.729492,4/8/2022
46,14,1543.490234,4/8/2022
46,15,1522.014771,4/8/2022
46,16,2032.625366,4/8/2022
46,17,4228.343262,4/8/2022
46,18,5566.050293,4/8/2022
46,19,6982.982422,4/8/2022
46,20,5661.253906,4/8/2022
46,21,4834.289063,4/8/2022
46,22,785.9419556,4/8/2022
46,23,399.9068298,4/8/2022
47,8,7412.359375,4/8/2022
47,9,9710.929688,4/8/2022
47,10,5817.150391,4/8/2022
47,11,7173.884277,4/8/2022
47,12,10380.93164,4/8/2022
47,13,8676.875,4/8/2022
47,14,3024.577393,4/8/2022
47,15,3187.397705,4/8/2022
47,16,4815.373047,4/8/2022
47,17,9743.645508,4/8/2022
47,18,11247.19922,4/8/2022
47,19,11571.56348,4/8/2022
47,20,11391.77637,4/8/2022
47,21,9966.250977,4/8/2022
47,22,1965.267212,4/8/2022
47,23,1384.308105,4/8/2022
1,8,884.7213745,5/8/2022
1,9,1397.791992,5/8/2022
1,10,809.0881348,5/8/2022
1,11,916.1876221,5/8/2022
1,12,1361.127563,5/8/2022
1,13,1024.689453,5/8/2022
1,14,409.9143677,5/8/2022
1,15,276.8995056,5/8/2022
1,16,462.264679,5/8/2022
1,17,1050.765015,5/8/2022
1,18,1347.961426,5/8/2022
1,19,1535.581055,5/8/2022
1,20,1371.319946,5/8/2022
1,21,1190.649414,5/8/2022
1,22,239.3620758,5/8/2022
1,23,-171.0401306,5/8/2022
2,8,1282.149292,5/8/2022
2,9,1937.450073,5/8/2022
2,10,1181.342407,5/8/2022
2,11,1354.338501,5/8/2022
2,12,1987.844238,5/8/2022
2,13,1464.81189,5/8/2022
2,14,538.0007935,5/8/2022
2,15,487.6549377,5/8/2022
2,16,817.616394,5/8/2022
2,17,1605.643311,5/8/2022
2,18,2078.998779,5/8/2022
2,19,2238.60791,5/8/2022
2,20,2097.079102,5/8/2022
2,21,1830.461304,5/8/2022
2,22,344.7695313,5/8/2022
2,23,78.64054108,5/8/2022
13,8,964.5844727,5/8/2022
13,9,1518.671875,5/8/2022
13,10,904.6485596,5/8/2022
13,11,1021.010193,5/8/2022
13,12,1515.750854,5/8/2022
13,13,1151.540649,5/8/2022
13,14,405.5002747,5/8/2022
13,15,499.26297,5/8/2022
13,16,738.642395,5/8/2022
13,17,1444.113159,5/8/2022
13,18,1799.778809,5/8/2022
13,19,1971.791504,5/8/2022
13,20,1780.212646,5/8/2022
13,21,1606.780029,5/8/2022
13,22,349.683197,5/8/2022
13,23,36.21290588,5/8/2022
17,8,4182.901855,5/8/2022
17,9,6616.411133,5/8/2022
17,10,3691.900146,5/8/2022
17,11,4321.249023,5/8/2022
17,12,6680.669434,5/8/2022
17,13,5040.51416,5/8/2022
17,14,1837.61499,5/8/2022
17,15,1812.021973,5/8/2022
17,16,2938.626221,5/8/2022
17,17,5753.549805,5/8/2022
17,18,7541.836914,5/8/2022
17,19,8273.383789,5/8/2022
17,20,7815.370605,5/8/2022
17,21,5951.865723,5/8/2022
17,22,1038.556274,5/8/2022
17,23,459.0602112,5/8/2022
21,8,1409.681763,5/8/2022
21,9,2410.607422,5/8/2022
21,10,1321.16394,5/8/2022
21,11,1544.911743,5/8/2022
21,12,2344.742432,5/8/2022
21,13,1727.920166,5/8/2022
21,14,536.4084473,5/8/2022
21,15,550.4759521,5/8/2022
21,16,938.1072998,5/8/2022
21,17,2006.521973,5/8/2022
21,18,2798.481689,5/8/2022
21,19,3032.164551,5/8/2022
21,20,2865.956055,5/8/2022
21,21,2307.046143,5/8/2022
21,22,267.6279907,5/8/2022
21,23,76.38065338,5/8/2022
28,8,2735.328125,5/8/2022
28,9,4488.338867,5/8/2022
28,10,2519.474854,5/8/2022
28,11,2881.844482,5/8/2022
28,12,4434.645996,5/8/2022
28,13,3253.008789,5/8/2022
28,14,1145.630127,5/8/2022
28,15,1179.431152,5/8/2022
28,16,1974.639038,5/8/2022
28,17,4030.341553,5/8/2022
28,18,5354.743652,5/8/2022
28,19,5838.953613,5/8/2022
28,20,5257.338867,5/8/2022
28,21,4236.893066,5/8/2022
28,22,670.3087158,5/8/2022
28,23,395.0964355,5/8/2022
34,8,2977.297852,5/8/2022
34,9,4751.825684,5/8/2022
34,10,2768.249512,5/8/2022
34,11,3142.22583,5/8/2022
34,12,4824.875977,5/8/2022
34,13,3663.859863,5/8/2022
34,14,1359.289185,5/8/2022
34,15,1352.343262,5/8/2022
34,16,2130.718018,5/8/2022
34,17,4118.33252,5/8/2022
34,18,5396.842773,5/8/2022
34,19,5865.825684,5/8/2022
34,20,5619.881836,5/8/2022
34,21,4599.481445,5/8/2022
34,22,705.1160889,5/8/2022
34,23,450.6422729,5/8/2022
43,8,5460.094238,5/8/2022
43,9,8164.120605,5/8/2022
43,10,4929.867188,5/8/2022
43,11,5340.345215,5/8/2022
43,12,8169.31543,5/8/2022
43,13,6416.584473,5/8/2022
43,14,2243.945801,5/8/2022
43,15,2579.810059,5/8/2022
43,16,3923.890625,5/8/2022
43,17,7831.601563,5/8/2022
43,18,9398.894531,5/8/2022
43,19,9882.501953,5/8/2022
43,20,9464.712891,5/8/2022
43,21,7835.92334,5/8/2022
43,22,1413.21814,5/8/2022
43,23,1045.930054,5/8/2022
46,8,3541.953613,5/8/2022
46,9,5300.538574,5/8/2022
46,10,3135.977783,5/8/2022
46,11,3686.46167,5/8/2022
46,12,5085.6875,5/8/2022
46,13,3913.626221,5/8/2022
46,14,1627.5,5/8/2022
46,15,1616.054688,5/8/2022
46,16,2347.702148,5/8/2022
46,17,4864.436035,5/8/2022
46,18,6472.91748,5/8/2022
46,19,7132.056152,5/8/2022
46,20,6659.616699,5/8/2022
46,21,5492.33252,5/8/2022
46,22,890.1774902,5/8/2022
46,23,516.2971191,5/8/2022
47,8,7639.859375,5/8/2022
47,9,10549.70801,5/8/2022
47,10,6845.789063,5/8/2022
47,11,7408.280273,5/8/2022
47,12,10245.4082,5/8/2022
47,13,8380.65625,5/8/2022
47,14,3260.723145,5/8/2022
47,15,3533.348145,5/8/2022
47,16,5073.148926,5/8/2022
47,17,9867.698242,5/8/2022
47,18,11471.93164,5/8/2022
47,19,11978.84961,5/8/2022
47,20,11677.61719,5/8/2022
47,21,10251.01758,5/8/2022
47,22,2333.783203,5/8/2022
47,23,1606.983398,5/8/2022
1,8,877.5567017,6/8/2022
1,9,1390.643188,6/8/2022
1,10,776.8080444,6/8/2022
1,11,880.616394,6/8/2022
1,12,1330.452881,6/8/2022
1,13,1001.878906,6/8/2022
1,14,416.1038513,6/8/2022
1,15,286.7023315,6/8/2022
1,16,493.2615356,6/8/2022
1,17,1101.498169,6/8/2022
1,18,1383.344604,6/8/2022
1,19,1573.172485,6/8/2022
1,20,1427.053955,6/8/2022
1,21,1244.247803,6/8/2022
1,22,236.3748932,6/8/2022
1,23,-156.1539154,6/8/2022
2,8,1235.200439,6/8/2022
2,9,1879.292969,6/8/2022
2,10,1120.700928,6/8/2022
2,11,1293.368774,6/8/2022
2,12,1971.501221,6/8/2022
2,13,1416.678223,6/8/2022
2,14,550.7825317,6/8/2022
2,15,501.3080139,6/8/2022
2,16,812.5256348,6/8/2022
2,17,1686.133423,6/8/2022
2,18,2159.052734,6/8/2022
2,19,2342.538818,6/8/2022
2,20,2211.163086,6/8/2022
2,21,1934.133423,6/8/2022
2,22,341.5325317,6/8/2022
2,23,96.4914856,6/8/2022
13,8,929.1637573,6/8/2022
13,9,1478.93811,6/8/2022
13,10,849.6780396,6/8/2022
13,11,966.6741333,6/8/2022
13,12,1478.211304,6/8/2022
13,13,1104.967407,6/8/2022
13,14,398.8696594,6/8/2022
13,15,480.217865,6/8/2022
13,16,711.8858643,6/8/2022
13,17,1482.309448,6/8/2022
13,18,1818.686646,6/8/2022
13,19,1991.166992,6/8/2022
13,20,1837.554321,6/8/2022
13,21,1653.012939,6/8/2022
13,22,330.9013062,6/8/2022
13,23,44.03598785,6/8/2022
17,8,4112.616699,6/8/2022
17,9,5902.702637,6/8/2022
17,10,3671.146484,6/8/2022
17,11,4241.949219,6/8/2022
17,12,6641.561523,6/8/2022
17,13,4954.203613,6/8/2022
17,14,1747.960449,6/8/2022
17,15,1777.104858,6/8/2022
17,16,2870.409424,6/8/2022
17,17,5737.834473,6/8/2022
17,18,7260.963379,6/8/2022
17,19,7946.436035,6/8/2022
17,20,8126.36084,6/8/2022
17,21,6520.222168,6/8/2022
17,22,1140.150757,6/8/2022
17,23,578.296936,6/8/2022
21,8,1358.040894,6/8/2022
21,9,2328.082031,6/8/2022
21,10,1244.20105,6/8/2022
21,11,1511.657593,6/8/2022
21,12,2436.917969,6/8/2022
21,13,1750.887207,6/8/2022
21,14,519.2602539,6/8/2022
21,15,589.3359375,6/8/2022
21,16,976.3712769,6/8/2022
21,17,2150.075439,6/8/2022
21,18,2944.668945,6/8/2022
21,19,3128.353271,6/8/2022
21,20,2975.316406,6/8/2022
21,21,2429.670654,6/8/2022
21,22,270.3406677,6/8/2022
21,23,135.2220917,6/8/2022
28,8,2714.357422,6/8/2022
28,9,4470.845215,6/8/2022
28,10,2620.273926,6/8/2022
28,11,2831.826172,6/8/2022
28,12,4566.255371,6/8/2022
28,13,3305.952881,6/8/2022
28,14,1125.855835,6/8/2022
28,15,1215.203491,6/8/2022
28,16,2002.561157,6/8/2022
28,17,4079.513916,6/8/2022
28,18,5395.564941,6/8/2022
28,19,5936.702148,6/8/2022
28,20,5698.492188,6/8/2022
28,21,4369.858887,6/8/2022
28,22,694.9807129,6/8/2022
28,23,452.4785461,6/8/2022
34,8,2930.786377,6/8/2022
34,9,5049.749023,6/8/2022
34,10,2869.950195,6/8/2022
34,11,3272.741943,6/8/2022
34,12,5201.387207,6/8/2022
34,13,3856.92041,6/8/2022
34,14,1344.411133,6/8/2022
34,15,1307.676758,6/8/2022
34,16,2175.499512,6/8/2022
34,17,4507.790527,6/8/2022
34,18,5844.472656,6/8/2022
34,19,6026.03418,6/8/2022
34,20,5679.85498,6/8/2022
34,21,4724.431152,6/8/2022
34,22,743.7630005,6/8/2022
34,23,517.840332,6/8/2022
43,8,5397.569824,6/8/2022
43,9,8436.279297,6/8/2022
43,10,4882.79248,6/8/2022
43,11,5241.989746,6/8/2022
43,12,8414.575195,6/8/2022
43,13,6225.848145,6/8/2022
43,14,2125.988037,6/8/2022
43,15,2394.059082,6/8/2022
43,16,3787.065186,6/8/2022
43,17,7979.11084,6/8/2022
43,18,9405.524414,6/8/2022
43,19,9922.597656,6/8/2022
43,20,9661.507813,6/8/2022
43,21,7963.301758,6/8/2022
43,22,1426.151001,6/8/2022
43,23,1102.064331,6/8/2022
46,8,3509.035889,6/8/2022
46,9,5522.23584,6/8/2022
46,10,3220.883545,6/8/2022
46,11,3673.201172,6/8/2022
46,12,5334.198242,6/8/2022
46,13,3821.088379,6/8/2022
46,14,1592.377441,6/8/2022
46,15,1534.814575,6/8/2022
46,16,2317.633301,6/8/2022
46,17,4987.006836,6/8/2022
46,18,6533.292969,6/8/2022
46,19,6039.869141,6/8/2022
46,20,5792.996582,6/8/2022
46,21,4899.253906,6/8/2022
46,22,795.321106,6/8/2022
46,23,569.713562,6/8/2022
47,8,6320.991699,6/8/2022
47,9,9256.587891,6/8/2022
47,10,6949.752441,6/8/2022
47,11,7606.246094,6/8/2022
47,12,10080.53027,6/8/2022
47,13,9047.042969,6/8/2022
47,14,3231.621826,6/8/2022
47,15,3486.79541,6/8/2022
47,16,5052.665039,6/8/2022
47,17,10051.24707,6/8/2022
47,18,10234.35254,6/8/2022
47,19,12062.72852,6/8/2022
47,20,10471.0498,6/8/2022
47,21,10594.95801,6/8/2022
47,22,2418.47876,6/8/2022
47,23,1655.085693,6/8/2022
1,8,881.835083,7/8/2022
1,9,1364.856934,7/8/2022
1,10,789.0799561,7/8/2022
1,11,893.4544678,7/8/2022
